   1.8994388311514757e+02   2.9210704003087624e+01   8.2548798913250323e+00   4.4707416920502546e+01   3.2475844753779029e+01   1.9883154358979400e+01   2.9943592832461306e+01   1.4088343957092555e+01   2.7888127731231815e+00   2.4556192456825528e+01   1.9630628130030917e+01   2.0576078191388824e+01   1.6016453416975892e+01   2.1758866901384863e+01   1.8798452278419958e+01   9.5233205318170846e+00   9.9992972766546870e+00   3.1498567015926803e+01   1.7672604306505491e+01   9.5211565746915099e+00   3.8600444639663721e+01   1.4907476058748237e+01   1.2606559985427172e+01   8.9886461231493175e+00   1.6617237422349291e+01   3.7659279908376000e+00   2.5651928141734075e+01   3.8392632275457771e+01  -1.7142980260004279e+00   2.3705448966042127e+01   8.9587465445018442e+00   6.9383586882576953e+00  -1.3779189489806472e+00   2.9228057957695530e+01   3.9891160567562700e-01   2.5736658129314620e+01   3.2662306047353525e+01   3.2951260347481821e+01   4.3006129874886938e+01   1.8513086808991879e+01   2.3463733480996014e+00   2.6150529309998575e+01   1.9841985927371983e+01   1.6645094364709983e+01   2.8309689501314153e+01   3.6450384008798466e+01   2.2224983850651107e+01   1.3560483823385379e+01   3.8865038765973935e+01   4.2106078048354396e+00
   2.9210704003087624e+01   1.5526578344863549e+02   1.7519747132140914e+01   3.1705432119275937e+01   9.8153256368938084e+00   3.7569650747432766e+00   2.5656779469683354e+01   2.0628176058169657e+01   6.7131328762444822e+00   1.9010761566848892e+01   2.8145459607587666e+00   9.9054035757664245e+00   3.4353862242793021e+01   9.4598032210869576e+00   2.4452830349327030e+01   2.8517302518311510e+01   3.4506974139352316e+01   2.2591681896909478e+01   1.3677843641285991e+01   2.4233795391283550e+01   1.7828756472372653e+01   1.7000432944846338e+01   1.8376752539480815e+01   2.1811173149477376e+01   4.1272395943852871e+01   1.9752968476915658e+01   1.9667369252559940e+01   8.2347529484070918e+00   2.9790736607391043e+01   2.5803876666631041e+01   1.2304837896193821e+01   1.8535299156844403e+01   1.2753045315473162e+01  -2.5181632596735417e+00   1.9637698543899965e+01   3.2425777647465381e+01   1.8043005073803442e+01   2.5329090806950642e+01   1.2831456446833815e+01  -1.4447484185744353e-01   4.5151202189655024e+01   4.1025355139302022e+01   2.2962826878235500e+01   1.9015161692064201e+01   2.9370770541035249e+01   1.1359455771695925e+00   2.9026534259963277e+01   2.6935121376149240e+01   1.2565060428614226e+01   2.4005188525997255e+01
   8.2548798913250323e+00   1.7519747132140914e+01   1.5967329494726056e+02  -2.4095553509914769e+00   1.8785965511352885e+01   2.6660337284125681e+01   1.2616191401373843e+01   3.9311700879061618e+01   4.2326681900058034e+00   1.2748486437916073e+01   4.6188772079088743e+01   2.2129237936348694e+01   1.9719137873939772e+01   2.2171853780758585e+01   1.5141362454984901e+00   2.0766348767523613e+01   1.1852511956893947e+01   8.5225338149878240e+00   2.5550107093225005e+01   1.4529580992544890e+01   6.5928666387971262e+00   1.2896895729237770e+01   5.1629493842014718e+00   1.4728614357187633e+01   4.2851486095724542e+00   3.9700030696642990e+01   1.1361254287743645e+01  -3.3353954858021044e+00  -7.6444155881486076e-01   2.7944000879736784e+01   2.6247462578488715e+01   3.7274303158145230e+01  -3.5641008207538487e+00   2.5086939683613700e+01   1.5776040158921571e+01   1.6004283974586890e+01   1.7492284588929007e+01   1.0396158326540959e+01   3.5078439668558687e+01   4.0334406531834359e+00   3.6148164866447758e+01   2.4919273549472848e+01   1.0589180499220603e+01  -1.2962002366567345e+00   2.3848259619286896e+01   3.1351596841288519e+01   2.6673783704232214e+01   4.9972525410083168e-01   7.9388950585681428e+00   3.1213964355047711e+01
   4.4707416920502546e+01   3.1705432119275937e+01  -2.4095553509914769e+00   1.9330500750247160e+02   1.9800880376520649e+01   3.8694540377374516e+01  -6.0672453492147138e-01   3.4895275942019509e+01   1.7671843811938416e+01  -5.4716312569294612e-01   2.5803222528185714e+01   1.8307492781173629e+01   2.6410527344730259e+01   1.4117834663507521e+01   3.5749238247280282e+01   5.5456146633744945e+00   2.5703598344721669e+01   3.9707250279334275e+01   2.4457978487904093e+01   1.3809325365361602e+01   3.6599125969668009e+01   1.2745817779880722e+01   2.5555306116518040e+01  -1.4742310987478273e+00   2.8357792295614793e+01   1.5605832882797408e+01   2.6633532783986187e+00   1.1146801293925513e+01   1.8659076228765432e+01   1.0465034119524960e+01   7.0403643911559808e+00   2.8536017857064998e+01   1.2534966848819021e+01   3.2878532863120981e+01   3.5839948326167395e+01   4.4740060420544729e+01   2.2878297662197657e+01   1.3270321418621613e+01   2.4821560117723457e+01   2.1369186819818978e+01   2.8281410445814807e+01   2.3663833038206782e+01   9.8649167104212374e+00   2.2782997424619069e+01   1.4108683480086118e+01   3.0608044287909358e+01   1.0146614984778505e+01   2.9308398408589419e+01   1.5689822665033017e+01   3.2361509561624313e+00
   3.2475844753779029e+01   9.8153256368938084e+00   1.8785965511352885e+01   1.9800880376520649e+01   1.8023642075199052e+02   1.0585159200293472e+01   2.9586424969612999e+00   2.0531625093420509e+01   2.7574232150455735e+01  -1.6744249883035005e+00  -3.8789503645949521e+00   1.2415910918682943e+01   5.7486119286353343e+00   2.7566088422027359e+01   2.5975735617199561e+01   1.9361942293641228e+01   2.9636303024631282e+01  -4.5118791831974887e+00   3.2713168819383654e+01   2.7668533698243916e+01   1.2125540342603296e+01   3.2714140104332024e+01  -1.8384323020460203e+00   2.4342644040198074e+01   1.7435971249118463e+01   1.0382842788808009e+01   1.5486014375161574e+01   1.8788984992923215e+01   3.8450487602179251e+01   1.9039117637946426e+01   3.8085696317680792e+01   1.5240024113857388e+01   1.6338784935362398e+01   3.4832943495689094e+01   2.8113208197837302e+01   1.3516037486023524e+01   3.1560728993065844e+01   4.2062317745925270e+01   3.0778294474129652e+01   3.5851792722240333e+01   2.9634259624055829e+01   1.6459187155341098e+01   9.9124617136688897e+00   2.1868053509802085e+01   2.5380194369277071e+01   4.1270749954989000e+01   3.3781081810356753e+01   1.3079995078764549e+01   1.6593088226785127e+01   2.1576635422710609e+01
   1.9883154358979400e+01   3.7569650747432766e+00   2.6660337284125681e+01   3.8694540377374516e+01   1.0585159200293472e+01   1.4917960385683966e+02   1.6257765012700162e+01   1.8540785814957342e+01   1.6778332157664927e+01   4.1758167505014621e+00   1.5546441225207609e+01   2.0590004631270080e+01   1.5349079878315930e+01   1.7877983105278599e+01   1.8924866970840608e+01   2.4889364808806516e+01   3.0243285152857151e+01   3.1811701691612072e+01   3.4349289612657515e+01   6.4932536126820501e+00   2.7512333263025734e+01   1.4171608196891978e+00   1.4812268729858936e+01   1.4672819763818451e+01   6.1414906259854467e+00   2.7460943576859496e+01   1.5718954449747013e+01   1.9984844647486359e+01   1.6266097148083194e+01   3.1084449573915709e+01   2.6454236438733719e+01   2.5764018628323253e+01   5.8804567150501938e+00   2.2542564229029807e+01   2.6624459123495278e+01   3.4363434945615028e+00   3.3524524728683524e+01   2.1225783127500087e+01   2.0765408199090469e+01   2.7550591158547721e+01   9.8574510274548395e+00   5.5107770803910814e+00   2.1532829699304500e+01   2.1885075896651669e+00   3.8111218643899235e+01   2.8509099081900416e+01   3.6033236713805574e+00   5.4735428150211494e+00   2.1115154260462020e+01   4.0195106948862914e+01
   2.9943592832461306e+01   2.5656779469683354e+01   1.2616191401373843e+01  -6.0672453492147138e-01   2.9586424969612999e+00   1.6257765012700162e+01   1.7507662718686367e+02   1.3787501821693514e+01   2.0123336269868588e+01   1.4706427465460070e-01   1.1255871359490813e+01   2.8747645870664918e+01   4.2183606529086155e+01   1.3629898971677278e+01   4.4336222222431815e+01   2.2902832159039739e+00   3.0922973607125460e+01   3.6558734805850364e+01   2.2460082393633073e+01   2.3439901066292496e+01   6.0450282687005350e+00   3.2359661499174919e+01   3.3035246601953766e+01   2.1129119110305222e+01   7.4533066233695084e+00   2.1254620943403854e+01   2.4410387050072867e+01   1.5415582221756765e+01   1.7006255578907687e+01   3.9406923634107001e+00   3.0326486199775733e+01   1.6317373050863750e+01  -1.6603430387603670e+00   9.1122410904611915e+00   5.8083831565142470e+00   2.6172356283922269e+01   9.5456285623887336e+00   1.8144821782506078e+01   1.2163150969138609e+01   1.6254260848613903e+01   1.6545751911882096e+01   2.0747124107345712e+01   4.3237054977440925e+00   2.4945645985921416e+01   6.9269019290962346e+00   3.2064113401631580e+01   1.7851940003434684e+01   5.7916715867470394e+00   2.2971179159786324e+01   2.4421227229316834e+01
   1.4088343957092555e+01   2.0628176058169657e+01   3.9311700879061618e+01   3.4895275942019509e+01   2.0531625093420509e+01   1.8540785814957342e+01   1.3787501821693514e+01   1.9728295487781213e+02   2.6553225365935546e+01   3.4333495020114810e+01   4.0325213057424378e+01   1.3233259007539795e+01  -3.6674237169933566e-01   1.8386455483456722e+01   2.1552153720258964e+01   4.9626952904479866e+00   3.8562026091000632e+01   4.0795554954353747e+01   5.8042556655630575e+00   1.7483829590750485e+01   8.3330821196213289e+00   8.2414314835967986e+00   1.1901797235357918e+01   1.1243053108249962e+01   2.7057253298349160e-01   2.0886111915071901e+01   4.0739293479676931e+01   1.2279705561425382e+01   1.9897326304193861e+01   1.2685781785904037e+01   4.1694312640358483e+01   2.8622856243049057e+01   1.6467727889545174e+01   2.0376401021823948e+01   9.3509633316603455e+00   1.9850213808933169e+01   2.7914222477033299e+01   1.9682370234464805e+01   1.3882942824797237e+01   3.2305635909484842e+01   1.6373627202952971e+01   4.3286773660633500e+01   2.8453695091120842e+01  -2.0917293692304444e+00   1.7233707383535396e+01   2.6876785734136774e+01   2.1904839085049730e+01   8.1511488851386211e+00   2.7846574799357374e+01   3.7256448545748867e+01
   2.7888127731231815e+00   6.7131328762444822e+00   4.2326681900058034e+00   1.7671843811938416e+01   2.7574232150455735e+01   1.6778332157664927e+01   2.0123336269868588e+01   2.6553225365935546e+01   1.8401114262286953e+02   2.0871070415307969e+01   2.4339140567639049e+01   1.1704183093710926e+01   1.0641261399630572e+01   3.4744491753392495e+01  -3.2460159737447447e+00   1.0570886969777964e+01   2.5405480827661961e+01   3.4489940127414172e+01   1.7969224983943441e+01   2.3888183448606739e+01   1.8950900737961547e+01   3.0016972164265461e+01   2.1679926834362373e+01   1.8821794818086424e+01   1.7356164355698240e+01   9.2244939949384293e+00   3.5935912508052454e+01   3.3769441826368592e+01   2.0664179278532767e+01   3.9007066655711100e+01   4.0392153128937061e+01   2.5564743689758096e+01   2.8315468845907340e+01  -1.4610778409277803e-01   2.9305275553746409e+01   2.0453921047487384e+01   2.2647024961350475e+00   1.1864766299635841e+01   3.1639575997893857e+01   7.5529378980693371e+00   1.9095678060380475e+01   3.3475977065016824e+00   3.5493728201023288e+01   1.5938133261500028e+01   2.8298838296854818e+00   1.2923259484335869e+01   3.2182386462620492e+01   1.2778317796731676e+01   3.5527956056401791e+01   5.2501937375537926e+00
   2.4556192456825528e+01   1.9010761566848892e+01   1.2748486437916073e+01  -5.4716312569294612e-01  -1.6744249883035005e+00   4.1758167505014621e+00   1.4706427465460070e-01   3.4333495020114810e+01   2.0871070415307969e+01   1.8128609216568555e+02   2.4161510868722925e+01   1.3511188328685982e+01   3.9722838077621724e+01   2.4462352380200308e+01   3.5470168046553741e+00   1.6648277326642219e+01   2.6953807823723583e+01   3.3511361895285191e+01   7.1250114965945954e+00   4.2086988105194791e+01   7.2256644752894683e-01   6.6081098540849350e+00   5.0392261585782299e+00   2.5586768683247577e+01   3.4426731969701628e+01   7.2876257495826398e+00   1.3849940139523348e+01   3.7971126441488110e+00   4.1886347657776511e+01   1.9598159298820672e+01  -2.6865444590011700e+00   3.7484756558542301e+01  -1.5178536430043392e+00   5.2573905839467017e-01   2.1269978364410719e+01   5.1302030476486609e+00   1.0166837774799172e+01   1.6852776591143055e+00   3.0869240065373386e+01  -4.1429069572230759e-01   2.1087689530513721e+01  -3.9800515223400312e+00   1.1091338429230614e+01   2.7002459483133734e+01   2.0498935066703751e+01   1.6995185005486853e+01   1.8169150854020589e+01   2.8488624296030871e+01   1.2480394541304426e+01   4.7713579045699433e+01
